Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	orig.sound.file	song.type.lek	SNR	prevalence
9.68732426303855	9.82133786848073	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	9.68732426303855	34	Spectrogram 1	1	2243.7395287	11594.2389287	356.SUR.2015.6.2.7.58.WAV_1-1	SUR-K4	19.1778646455	low
9.92133786848072	10.0744444444444	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	9.92133786848072	35	Spectrogram 1	1	2065.0373932	11415.5367932	0.CCE.1982.2.25.ITM70862A-21.WAV_2-1	CCE-F1	9.4047115425	high
10.1744444444444	10.323537414966	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	10.1744444444444	36	Spectrogram 1	1	2249.1	11599.5994	0.CCL.2019.7.16.9.04.WAV_3	CCL-N1	14.5056304368866	high
10.423537414966	10.5493197278912	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	10.423537414966	37	Spectrogram 1	1	1710.7083021	11061.2077021	17.CCL.2010.5.27.8.59.WAV_2-3	CCL-I1	11.4575215999	low
10.6493197278912	10.7933333333333	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	10.6493197278912	38	Spectrogram 1	1	1577.4504955	10927.9498955	36.SUR.2011.6.9.5.50.WAV_1-30	SUR-H3	13.2258835931	low
10.8933333333333	11.0390022675737	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	10.8933333333333	39	Spectrogram 1	1	2135.028	11485.5274	0.SUR.1970.7.23.ITM70861B-31.WAV_2	SUR-A4	15.4592629128	low
11.1390022675737	11.2748072562358	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	11.1390022675737	40	Spectrogram 1	1	1934.9	11285.3994	0.SUR.2016.6.22.8.40.wav_6	SUR-K4	20.1234601248	low
11.3748072562358	11.5081632653061	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	11.3748072562358	41	Spectrogram 1	1	2038.2	11388.6994	374.SUR.2016.6.22.7.06.wav_4	SUR-J3	21.5071409747	high
11.6081632653061	11.7589569160998	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	11.6081632653061	42	Spectrogram 1	1	2068.039	11418.5384	0.SUR.2008.3.17.8.19.WAV_5	SUR-F1	17.1585018117	high
11.8589569160998	12.0151247165533	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	11.8589569160998	43	Spectrogram 1	1	2257.161	11607.6604	111.LOC.2012.4.12.8.45.WAV_3-3	LOC-A1	21.5954806061	high
12.1151247165533	12.2569160997732	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	12.1151247165533	44	Spectrogram 1	1	2021.6431843	11372.1425843	36.SUR.2012.5.2.7.26.WAV_1-23	SUR-K1	23.1723675362	high
12.3569160997732	12.5215873015873	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	12.3569160997732	45	Spectrogram 1	1	2044.6	11395.0994	0.CCL.2019.7.16.8.15.WAV_7	CCL-L2	20.0874900459352	high
12.6215873015873	12.7640136054422	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	12.6215873015873	46	Spectrogram 1	1	2037.181	11387.6804	0.SUR.1970.7.23.ITM70858B-2.WAV_2	SUR-A5	13.1911196023	low
12.8640136054422	13.0017006802721	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	12.8640136054422	47	Spectrogram 1	1	2219.458	11569.9574	32.SUR.2011.6.8.8.45.WAV_2	SUR-F1	14.8978622762	high
13.1017006802721	13.2037414965986	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	13.1017006802721	48	Spectrogram 1	1	1888.3188447	11238.8182447	0.TR1.2013.4.22.8.50.WAV_2-6	TR1-D1	16.6192013436	high
13.3037414965986	13.4332879818594	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	13.3037414965986	49	Spectrogram 1	1	2066.0624532	11416.5618532	31.CCL.2011.6.17.8.45.WAV_2	CCL-K2	18.0729984917	low
13.5332879818594	13.6633560090703	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	13.5332879818594	50	Spectrogram 1	1	2106.347	11456.8464	180.SUR.2014.4.9.7.15.WAV_4	SUR-K3	25.6744475772	low
13.7633560090703	13.8856462585034	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	13.7633560090703	51	Spectrogram 1	1	1955.532	11306.0314	180.SUR.2014.4.9.7.15.WAV_3-3	SUR-K3	26.1858045719	low
13.9856462585034	14.1502040816327	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	13.9856462585034	52	Spectrogram 1	1	2122.92	11473.4194	0.LOC.2011.7.29.7.37.WAV_1-4	LOC-A1	22.2213647604	high
14.2502040816327	14.4033106575964	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	14.2502040816327	53	Spectrogram 1	1	2065.0373932	11415.5367932	0.CCE.1982.2.25.ITM70862A-21.WAV_2-1	CCE-F1	9.4047115425	high
14.5033106575964	14.6194784580499	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	14.5033106575964	54	Spectrogram 1	1	1578.861	10929.3604	0.SUR.2012.1.20.9.25.WAV_1	SUR-L1	21.4347160619	low
14.7194784580499	14.8385260770975	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	14.7194784580499	55	Spectrogram 1	1	2007.1549261	11357.6543261	0.CCL.2008.4.1.7.55.WAV_1	CCL-K1	17.5648846037	high
14.9385260770975	15.1329931972789	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	14.9385260770975	56	Spectrogram 1	1	1544.09519	10894.59459	0.CCE.2008.3.31.8.35.WAV_2-3	CCE-I2	20.2366022923	high
15.2329931972789	15.4274603174603	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	15.2329931972789	57	Spectrogram 1	1	1544.09519	10894.59459	0.CCE.2008.3.31.8.35.WAV_2-3	CCE-I2	20.2366022923	high
15.5274603174603	15.6411111111111	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	15.5274603174603	58	Spectrogram 1	1	1659.860124	11010.359524	0.CCL.2010.5.27.7.59.WAV_1-4	CCL-I1	10.239845088	low
15.7411111111111	15.9118594104308	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	15.7411111111111	59	Spectrogram 1	1	1691.607	11042.1064	312.CCL.2014.4.17.8.11.WAV_4	CCL-M1	13.8396894035	low
16.0118594104308	16.1680272108844	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	16.0118594104308	60	Spectrogram 1	1	2257.161	11607.6604	111.LOC.2012.4.12.8.45.WAV_3-3	LOC-A1	21.5954806061	high
16.2680272108844	16.3904988662132	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	16.2680272108844	61	Spectrogram 1	1	1932.8046466	11283.3040466	40.SUR.2011.6.30.15.32.WAV_4	SUR-F4	13.5407605991	low
16.4904988662132	16.6049886621315	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	16.4904988662132	62	Spectrogram 1	1	1710.7083021	11061.2077021	17.CCL.2010.5.27.8.59.WAV_2-1	CCL-I1	10.8303384076	low
16.7049886621315	16.8809750566893	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	16.7049886621315	63	Spectrogram 1	1	2066.0624532	11416.5618532	314.CCL.2014.4.17.8.01.WAV_3-6	CCL-L1	27.408935218	high
16.9809750566893	17.1435600907029	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	16.9809750566893	64	Spectrogram 1	1	1399.77342	10750.27282	0.CCL.2017.05.22.8.34.WAV_17	CCL-L1	27.7183598403	high
17.2435600907029	17.3731065759637	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	17.2435600907029	65	Spectrogram 1	1	2066.0624532	11416.5618532	31.CCL.2011.6.17.8.45.WAV_2	CCL-K2	18.0729984917	low
17.4731065759637	17.6260090702948	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	17.4731065759637	66	Spectrogram 1	1	1666.2890333	11016.7884333	279.CCE.2014.7.7.26.8.32.WAV_2-2	CCE-I1	18.5809296493	high
17.7260090702948	17.8480498866213	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	17.7260090702948	67	Spectrogram 1	1	2190.334	11540.8334	0.SUR.2009.5.25.7.46 (2).WAV_1	SUR-F3	3.1843303994	low
17.9480498866213	18.1074603174603	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	17.9480498866213	68	Spectrogram 1	1	2370.272	11720.7714	209.LOC.2013.3.26.8.34.WAV_2-5	LOC-A2	20.7961805777	high
18.2074603174603	18.351179138322	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	18.2074603174603	69	Spectrogram 1	1	2037.181	11387.6804	0.SUR.1970.7.23.ITM70858B-2.WAV_4	SUR-A5	11.8056801939	low
18.451179138322	18.5851927437642	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	18.451179138322	70	Spectrogram 1	1	2243.7395287	11594.2389287	356.SUR.2015.6.2.7.58.WAV_1-1	SUR-K4	19.1778646455	low
18.6851927437642	18.8308616780045	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	18.6851927437642	71	Spectrogram 1	1	2135.028	11485.5274	0.SUR.1970.7.23.ITM70861B-31.WAV_2	SUR-A4	15.4592629128	low
18.9308616780045	19.0687301587302	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	18.9308616780045	72	Spectrogram 1	1	1890.41	11240.9094	0.SUR.1970.7.23.ITM70861B-31.WAV_3	SUR-A4	15.7560620371	low
19.1687301587302	19.2890702947846	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	19.1687301587302	73	Spectrogram 1	1	1683.9	11034.3994	0.SUR.2017.05.26.8.24.WAV_2	SUR-J6	13.3663318031	low
19.3890702947846	19.5134467120181	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	19.3890702947846	74	Spectrogram 1	1	1843.9661088	11194.4655088	0.SUR.2014.7.3.8.31.WAV_1-5	SUR-J4	23.6313888743	low
19.6134467120181	19.779410430839	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	19.6134467120181	75	Spectrogram 1	1	2066.0624532	11416.5618532	0.CCL.2017.05.21.9.27.WAV_130	CCL-L2	16.6342478331	high
19.879410430839	19.9930612244898	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	19.879410430839	76	Spectrogram 1	1	1659.860124	11010.359524	0.CCL.2010.5.27.7.59.WAV_1-4	CCL-I1	10.239845088	low
20.0930612244898	20.2310884353741	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	20.0930612244898	77	Spectrogram 1	1	2180.802	11531.3014	0.SAT.2014.5.13.8.59.WAV_1	SAT-G1	25.8109872147	high
20.3310884353741	20.4634467120181	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	20.3310884353741	78	Spectrogram 1	1	2154.900991	11505.400391	53.SUR.2012.2.4.15.56.WAV_5	SUR-H1	23.1821377603	high
20.5634467120181	20.7049433106576	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	20.5634467120181	79	Spectrogram 1	1	2106.347	11456.8464	231.SAT.2013.5.22.7.49.WAV_1	SAT-G1	22.1431661078	high
20.8049433106576	20.9308163265306	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	20.8049433106576	80	Spectrogram 1	1	1993.236	11343.7354	81.SUR.2012.1.19.9.08.WAV_5	SUR-F4	25.4994924053	low
21.0308163265306	21.1757369614512	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	21.0308163265306	81	Spectrogram 1	1	2154.900991	11505.400391	88.CCL.2012.5.25.7.49.WAV_1-3	CCL-K1	23.7124377186	high
21.2757369614512	21.409977324263	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	21.2757369614512	82	Spectrogram 1	1	1932.8046466	11283.3040466	0.SUR.2014.7.8.8.51.WAV_2	SUR-K2	27.3584360929	high
21.509977324263	21.6542403628118	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	21.509977324263	83	Spectrogram 1	1	2017.614	11368.1134	0.SUR.1981.2.27.ITM70862A-14.WAV_5	SUR-E1	12.7679221223	high
21.7542403628118	21.8979591836735	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	21.7542403628118	84	Spectrogram 1	1	2037.181	11387.6804	0.SUR.1970.7.23.ITM70858B-2.WAV_4	SUR-A5	11.8056801939	low
21.9979591836735	22.1324036281179	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	21.9979591836735	85	Spectrogram 1	1	1888.3853777	11238.8847777	36.SUR.2015.6.9.8.06.WAV_1-2	SUR-K1	20.0608427745	high
22.2324036281179	22.3671882086168	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	22.2324036281179	86	Spectrogram 1	1	2110.4817221	11460.9811221	31.CCL.2011.6.17.8.45.WAV_1-13	CCL-K2	18.7911497821	low
22.4671882086168	22.6082993197279	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	22.4671882086168	87	Spectrogram 1	1	2376.9973354	11727.4967354	14.SUR.2011.6.10.7.15.WAV_3	SUR-H1	27.9066581036	high
22.7082993197279	22.8286394557823	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	22.7082993197279	88	Spectrogram 1	1	1461.5	10811.9994	0.SUR.2017.05.26.8.24.WAV_6	SUR-J6	16.1801188847	low
22.9286394557823	23.0845351473923	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	22.9286394557823	89	Spectrogram 1	1	2238.6847942	11589.1841942	0.CCE.1982.2.25.ITM70862A-21.WAV_2	CCE-F1	9.434661166	high
23.1845351473923	23.2987755102041	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	23.1845351473923	90	Spectrogram 1	1	1986.51	11337.0094	0.SUR.2012.1.20.9.25.WAV_3	SUR-L1	23.4707074031	low
23.3987755102041	23.5297052154195	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	23.3987755102041	91	Spectrogram 1	1	1556.8	10907.2994	0.SUR.2017.05.26.9.45.WAV_1	SUR-K2	25.9983143325	high
23.6297052154195	23.7573696145125	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	23.6297052154195	92	Spectrogram 1	1	2044.4	11394.8994	0.SUR.2016.7.13.7.53.WAV_5	SUR-K4	18.8369442558	low
23.8573696145125	23.9890929705215	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	23.8573696145125	93	Spectrogram 1	1	1934.9	11285.3994	0.HC1.1992.2.15.3.29.WAV_4	HC1-F2	19.8414382080458	high
